label,query,title,url,snippet,kind,tavily_rank,tavily_score,notes
0,cleantech startup grant 2027 applications open India,Government Grants for Startups in India 2026: Complete Guide,https://iimtciie.com/government-grants-startups-india-2026,"Posted by author-avatar  adminiimtincub      01   Aug  Government Grants for Startups in India play an important role in strengthening the country’s rapidly growing startup ecosystem. Over the past few years, innovation, entrepreneurship, technology, and policy reforms have accelerated India’s growt",planner,16,0.3287,aggregator/blog
0,cleantech startup grant 2027 applications open India,"Startup Grants in India 2026 | Government Schemes, Funding & Deadlines",https://incorpx.io/grants,"654 programs tracked  Startup Grants Index India's startup funding directory  # Startup grants & funding schemes in India  Every active grant, subsidy, competition and accelerator program for Indian founders: eligibility, funding amounts, documents and deadlines, reviewed against official sources.  ",planner,17,0.3251,aggregator/directory
2,cleantech startup grant 2027 applications open India,India Pitch Pilot Scale Startup – Innovate India,https://innovateindia.mygov.in/ipps-startup,"## Funding & Other Support  1. Selected start-ups in the India Water Pitch-Pilot-Scale Start-up Challenge will be given a grant amounting to a maximum of Rs. 20 lakh, in three tranches of Rs. 5 lakh, Rs. 7 lakh and Rs. 8 lakh respectively on fulfilling certain conditions/ milestones of work as per t",planner,18,0.3146,"India govt, real specific challenge with funding"
0,cleantech startup grant 2027 applications open India,Government Startup Schemes & Grants in India — Complete 2026 Directory | Company Avenue Advisory,https://companyavenueadvisory.com/startup-schemes,"What you get  ₹1 lakh crore scheme corpus; project-level debt or equity at 50% of cost or round size  Department of Science & Technology (DST)GrantStartup-only  ### NQM · National Quantum Mission  Rolling grants of up to ₹25 crore for quantum startups, routed through four Thematic Hubs at India's to",planner,19,0.2843,aggregator/blog
0,cleantech startup grant 2027 applications open India,Instagram,https://instagram.com/p/DYegydBApHY,"Grants can be the catalyst that helps high-potential climate startups bridge the gap to long-term financing and scale.      At Climate Pitch 2026, we offer more than just capital — we provide an ecosystem designed to help climate ventures grow and succeed.      Beyond the INR 20 Lakhs grant, selecte",planner,20,0.2405,social media
0,recycling innovation award 2027 call for entries,World Waste Management Awards,https://worldwaste2wealthexpo.in/awards.html,"Waste Management Safety Company of the Year   Waste Management Innovation Company of the Year  The EEF Global Waste Management Awards Deadline (Timeline)  March 15, 2027 – Nominations Open    June 15, 2027 – Nominations Close    June 20, 2027 – Announcement of Award Winners     July 02, 2027 – Award",planner,1,0.8914,"wrong geography - UAE/Dubai, confirmed from earlier project research"
2,recycling innovation award 2027 call for entries,"A' Recycle, Reuse, Repurpose, Restore, Repair and Upcycle Design Award 2027",https://competition.adesignaward.com/ada-category.php?C=135,"##### Roberto Maurizio Paura  Italy, Smart-I Srl  We are delightful to have this experience with A' Design award. It's very prestigious and really proud to be part of it.  We are delightful to have this experience with A' Design award. It's very prestigious and really proud to be part of it.  ##### ",planner,2,0.8771,"globally open, on-topic category page"
0,recycling innovation award 2027 call for entries,Textiles Recycling Awards,https://events.amiplastics.com/textiles-recycling-expo/textiles-recycling-awards,"## Award Sponsor  ## Innovation in Recycling Technology Award    Celebrating breakthroughs in machinery, equipment or processes that advance textile recycling effectiveness and efficiency.    The winner is:    Renasens: Renasens - Turning Blended Textile Waste into High-Quality Recycled Fibers  ## R",planner,3,0.8016,geography unsure - AMI events may be EU not UK
2,recycling innovation award 2027 call for entries,Awards for Excellence 2027 | Recycling & Waste Awards,https://awardsforexcellence.co.uk/,# Join us in 2027!  Register your interest below to be notified when the 2027 Awards for Excellence is open for entries  REGISTER YOUR INTEREST (opens in a new tab)  ## Relive the highlights   Highlights Homepage)    # 2025  2024)    # 2024  Highlights 2023)    # 2023  2022)    # 2022  SEE THEM IN F,planner,4,0.7672,"UK, real register-interest entry point"
2,recycling innovation award 2027 call for entries,11th ISGF INNOVATION AWARDS 2027 ... - India Smart Utility Week,https://isuw.in/innovation-awards,"##   For 11th ISGF Innovation Awards 2027, the following award categories are open for nominations: Please refer below table for award categories and eligibility: [...] 4. Project should be completed within the past 5 years  5. In case you feel that your project deserves an award, but it is not fitt",planner,5,0.745,"India, real nomination categories"
0,recycling innovation award 2027 call for entries,Eco-Design Sparking Innovation Award Applications now open for sustainable packaging solutions – Thai-German Cooperation,https://thai-german-cooperation.info/news/eco-design-sparking-innovation-award-applications-now-open-for-sustainable-packaging-solutions,"(2023–2027), which underscores the importance of addressing plastic waste at its source. The strategy focuses on promoting the production of environmentally friendly products, minimising excessive and unnecessary materials, and eliminating hazardous additives that hinder recyclability. The plan also",planner,6,0.6735,wrong geography - Thailand/Germany
0,recycling innovation award 2027 call for entries,Innovation Awards - JEC World 2027,https://jec-world.events/program/innovation-awards,## SAUBER 4.0 – SMART & SUSTAINABLE RTM 4.0  AEROSPACE - PROCESS  The 2026 Finalists  Loading  ART high-rate fibre deposition solution)  ## ART high-rate fibre deposition solution  AUTOMOTIVE & ROAD TRANSPORTATION - PROCESS  Automated Ply Placement for A350 RTM Preforms)  ## Automated Ply Placement,planner,7,0.6704,wrong geography (France) and wrong sector (aerospace composites)
0,recycling innovation award 2027 call for entries,Nominations - Waste Innovation & Recycling Awards,https://wasteawards.com.au/nominations,## 7 September  Finalists announced.  ## 29 October  Awards ceremony.   Don't miss out on the industry's networking evening of the year in Sydney.  View all Award categories and nomination criteria below.  Outstanding WARR Project: Metro   Outstanding WARR Project: Regional   Operational Excellence,planner,8,0.6665,wrong geography - Australia
0,recycling innovation award 2027 call for entries,The Awards 2027 | Green Product Award,https://gp-award.com/index.php/en/gpaward,"#### Fabriek Fris | Anderlus  Rosan van Boven  Fashion and textile designer, Rosan van Boven co-founded Fabriek Fris to produce fair, local textiles that create social impact and better working conditions. With the project MAEAN (waste to workwear), she won the Food Valley Innovation Award. She also",planner,9,0.6605,wrong geography - Germany
0,recycling innovation award 2027 call for entries,EEF Global Recycling Awards,https://ee-foundation.org/recycling.html,## Focus  »   Recycling Excellence   »   Recycling Facility   »   Recycled Product   »   Food Waste Initiative   »   Local Authority Success   »   Start-Up of the Year   »   Construction & Demolition Product   »   Household & Leisure Product   »   Organics Recycling   »   E-waste Recycling   »   Pro,planner,10,0.6517,"unsure - geography unconfirmed, recurs often, worth a manual check"
0,recycling innovation award 2027 call for entries,Waste Innovation & Recycling Awards- Australia - fundsforNGOs,https://www2.fundsforngos.org/business-industry/waste-innovation-recycling-awards-australia,Deadline: 23-Aug-22 Nominations are now open for the Waste Innovation & Recycling Awards to acknowledge recent success within your company.,planner,11,0.6164,"wrong geography - Australia, aggregator"
0,recycling innovation award 2027 call for entries,APR Recycling Leadership Awards - Association of Plastic Recyclers (APR),https://plasticsrecycling.org/apr-recycling-leadership-awards,## Kraft Heinz: PCR Utilization Honorable Mention (2025)  Kraft Heinz transitioned to 100% rPET packaging for its iconic Real Mayo and Miracle Whip brands in the United States – a major accomplishment for a white food product in a clear container. The switch to PCR eliminated nearly 14 million pound,planner,12,0.6081,wrong geography - US (APR)
0,recycling innovation award 2027 call for entries,12th RecyclingDesignprize – Marta Herford,https://marta-herford.de/en/art-and-design-awards/recyclingdesign-award/recyclingdesignpreis-2027,"Call for Entries. Now in its twelfth edition, the RecyclingDesignprize is a competition for new products designed from waste and residual materials. It seeks",planner,13,0.5968,wrong geography - Germany
0,recycling innovation award 2027 call for entries,Recycling awards | National Waste & Recycling Association,https://wasterecycling.org/about/awards/recycling-awards,##### Recycling Equipment Innovator of the Year Award  This award recognizes innovation in design and manufacturing that has advanced the industry by increasing effectiveness or efficiency of recycling equipment and operations. Applicants must be NWRA members.  Award Application  ##### Recycling Fac,planner,14,0.5807,"wrong geography - US (NWRA), confirmed same org flagged before"
0,recycling innovation award 2027 call for entries,German Innovation Awards 2026,https://german-innovation-award.de/en,Be part in 2027 Pre-register now! Call for Entries 48 days 21 October 2026 Call for Entries 27 November 2026. Early Bird Deadline 05 February 2027 Registration,planner,15,0.5637,wrong geography - Germany
0,recycling innovation award 2027 call for entries,Sustainability Innovation Awards Program,https://plasticsindustry.org/sustainability-innovation-awards-program,"By creating a controlled take‑back system tailored to healthcare packaging, the program overcomes limitations of open‑market recycling and enables consistent recovery at scale. The closed‑loop model delivers measurable impact, cutting greenhouse gas emissions by 41%, displacing more than 2,000 metri",planner,16,0.3715,wrong geography - US
0,recycling innovation award 2027 call for entries,Awards & Recognition | Ecoreco | Certified E-Waste Company,https://ecoreco.com/awards-recognition,"E-waste, Electronic Waste Recycling, E-waste Recycling, E-waste Recyclers  # Awards & Recognition  ## Ecoreco’s Awards and Recognitions  # Celebrating Innovation and Excellence  Ecoreco has been honored with numerous prestigious awards and recognitions over the years, showcasing our commitment to in",planner,17,0.3325,"competitor's own awards-received page, not an open call"
2,recycling innovation award 2027 call for entries,Indian Innovation Icons 2027: Complete Application Guide,https://maricoinnovationfoundation.org/insight/indian-innovation-icons-2027-application-guide,"— Harsh Mariwala, Founder, Marico Innovation Foundation   This philosophy drives the entire program: MIF approaches every cycle as a dedicated quest to find innovations that merit far more recognition than they currently receive. To ensure that this accolade carries genuine weight, the foundation su",planner,18,0.2892,"India, real application guide"
0,recycling innovation award 2027 call for entries,SUBMISSION REQUIREMENTS | KOKUYO DESIGN AWARD,https://kokuyo.com/en/award/2027/requirements,"### ELIGIBLE ENTRIES :   Any stationery, furniture or tool used in working, learning and living scenes  ### ELIGIBILITY :   The competition accepts entries from any corporation, individual, or group that fulfills all the following requirements, regardless of their age, sex, occupation, or nationalit",planner,19,0.1832,wrong sector (stationery/furniture) and likely wrong geography (Japan)
0,deposit return scheme award 2027 nominations open UK,Deposit Return Scheme 2027: The Decisions Convenience Retailers Need to Make Now,https://forecourtshow.co.uk/news-article/deposit-return-scheme-2027-the-decisions-convenience-retailers-need-to-make-now,"FCS  FCS  AEO awardUKFD Shows AEO  AEO award UKFD Shows AEO  Menu  REGISTER INTEREST  Stand Enquiry  REGISTER INTEREST  Stand Enquiry  # Deposit Return Scheme 2027: The Decisions Convenience Retailers Need to Make Now  With the launch of the Deposit Return Scheme (DRS) across England, Scotland and N",planner,1,0.8152,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,The Deposit Return Scheme. Coming to the UK by 2027. Can't come ...,https://facebook.com/groups/SheffieldLitterPickers/posts/3354762871366687,"From October 2027, a new Deposit Return Scheme (DRS) will be introduced across England, Scotland and Northern Ireland.",planner,2,0.7662,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Deposit Return Scheme 2027: How to Prepare | First Mile,https://thefirstmile.co.uk/the-big-picture/deposit-return-scheme-2027-how-to-prepare,"Words by Caiti Black  From October 2027, every plastic bottle or aluminium can you sell will come with a small refundable deposit. The Deposit Return Scheme is the UK’s new system to cut litter and raise recycling rates by rewarding people for returning empty drink containers.  When customers buy a ",planner,3,0.766,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,UK deposit return scheme launches October 2027 - Facebook,https://facebook.com/groups/463134042068963/posts/1488002706248753,"The “Deposit Return Scheme” comes out on 1st October 2027 in the UK, meaning a 20p deposit will be added to all single use drinks bottled in",planner,4,0.7536,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Deposit Return Scheme - overview - UKHospitality,https://ukhospitality.org.uk/guidance/deposit-return-scheme-overview,"### The UK's Deposit Return Scheme  The UK government and devolved administrations have confirmed that Deposit Return Schemes will be launched across the UK (England, Northern Ireland, and Scotland) in October 2027. The Welsh government have confirmed that they will be pursuing a Deposit Return Sche",planner,5,0.7487,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,IOM3 | UK Deposit Return Scheme to be introduced in October 2027,https://iom3.org/resource/uk-deposit-return-scheme-announced.html,A DRS works by charging anyone who buys a drink a small deposit for the container it comes in. They get this money back when they return the container to a collection point to be recycled. The deposit provides a financial incentive for consumers to return drinks containers for recycling.  The size o,planner,6,0.7479,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,UK Deposit Return Scheme 2027 Explained - Positive ID Labels,https://pid-labelling.co.uk/resources/uk-deposit-return-scheme-2027-explained,## What Is the UK Deposit Return Scheme?  A Deposit Return Scheme (DRS) adds a small refundable deposit to the price of drinks sold in single-use containers. Consumers pay the deposit at checkout and reclaim it by returning the empty container to a designated return point — either manually at a reta,planner,7,0.7445,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,"The UK Deposit Return Scheme Explained: What It Is, Who It Affects & How to Prepare for 2027 - Compact and Bale",https://compact-and-bale.com/blog/uk-deposit-return-scheme-explained,"## What Is the UK Deposit Return Scheme?  The UK Deposit Return Scheme is a government-backed recycling initiative designed to dramatically increase the collection and recycling rate of single-use drinks containers. The concept is straightforward: when you buy a drink in an eligible container, you p",planner,8,0.7328,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,UK's 2027 Deposit Return Scheme - New Recycling Solution?,https://castletrust.co.uk/deposit-return-scheme-2027,"Skip to content    ###### Home /  ###### Savings /  ###### UK’s 2027 Deposit Return Scheme – A New Solution to Recycling?   Savings  In October 2027, the UK will launch a nationwide Deposit Return Scheme (DRS) to change how we recycle single-use drink containers. It’s a practical step towards helpin",planner,9,0.7312,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Deposit Return Scheme for UK Retailers: What you need to know before October 2027,https://thefirstmile.co.uk/the-big-picture/retailer-deposit-return-scheme-guide,"## What is the Deposit Return Scheme?  From October 2027, a small deposit will be added to the price of every eligible drink sold in a single-use plastic or can container. Customers pay this deposit when they buy the drink and get it back in full when they return the empty bottle or can to any regis",planner,10,0.73,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Introducing the deposit return scheme for drinks containers – Environment,https://defraenvironment.blog.gov.uk/2025/01/31/introducing-the-deposit-return-scheme-for-drinks-containers,"Link to this comment      Reply       Replies to Wishbone Brewery>        Comment by bethcarnell posted on        Hi there,        Thank you for getting in touch.        The UK Government is committed to delivering a Deposit Return Scheme in England in October 2027.        DRS in England, Northern I",planner,11,0.7254,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Deposit return scheme - Circular economy and waste - gov.scot,https://gov.scot/policies/managing-waste/deposit-return-scheme,"We are introducing a Deposit Return Scheme (DRS) for single-use drinks containers, launching in October 2027. DRS is designed to tackle this by providing a financial incentive for people to return empty containers for recycling. Under the scheme, consumers will pay a small deposit when buying a drin",planner,12,0.7147,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Deposit return schemes,https://commonslibrary.parliament.uk/research-briefings/cbp-10453,"Louise Smith    Jack Clift  From October 2027, it will be possible for some drink containers to be recycled in exchange for money, as part of the UK’s new deposit return schemes (DRSs).  ## Documents to download     Deposit return schemes (618KB PDF)  Download full report Download ‘Deposit return sc",planner,13,0.7116,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Deposit Return Scheme | First Mile,https://thefirstmile.co.uk/waste-reduction-and-compliance/deposit-return-scheme,"##### Reverse vending machines for retailers  Talk to our DRS consultants about our reverse vending machines for retailers    ##### Voluntary DRS for other businesses  Explore First Mile's solutions for offices, workplaces and hospitality venues  ## What is the Deposit Return Scheme?  The Deposit Re",planner,14,0.7085,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,The Deposit Return Scheme Has a Name. Now the Hard Work Begins. - WasteCare,https://wastecare.co.uk/the-deposit-return-scheme-has-a-name-now-the-hard-work-begins,"From October 2027, that changes. Under the Deposit Return Scheme, a small refundable deposit, expected to be around 20p per container, will be added to the price of every eligible drink sold in the UK. When you finish the drink and return the empty container to a designated collection point, you get",planner,15,0.7085,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,UK Deposit Return Scheme Explained: What Producers Need to Know | Clarity,https://clarity.eco/knowledge/guide-to-the-uks-deposit-return-schemes,### What is a Deposit Return Scheme (DRS)?     A Deposit Return Scheme (DRS) is a system where consumers pay a small deposit when purchasing a drink in a single-use container.  This deposit is refunded when the empty container is returned to a designated collection point for recycling.       ### Whe,planner,16,0.6602,"UK DRS = a regulation, not a competition; query category error"
0,deposit return scheme award 2027 nominations open UK,Introducing the deposit return scheme | Keep Britain Tidy,https://keepbritaintidy.org/introducing-deposit-return-scheme,"Keep Britain Tidy logo  ## Main navigation  ## Breadcrumb  # Introducing the deposit return scheme  The long-awaited deposit return scheme (DRS) for aluminium drinks cans and plastic bottles is due to come into being in England, Scotland and Northern Ireland in autumn 2027 but what is it and what di",planner,17,0.6456,"UK DRS = a regulation, not a competition; query category error"
2,ET Sustainability Awards nominations entry,Sustainability Leadership Awards,https://sustainability.economictimes.indiatimes.com/sustainability-awards,## Key Dates   Nomination Starts Date: Coming Soon  Shortlist Announcement: Coming Soon  Awards Night: Coming Soon  ## Award Categories  + Sustainability Strategy of the Year + ESG / CSR Program of the Year + Climate & Carbon Reduction Leader + Circular Economy & Waste Innovation + Product / Technol,known,1,0.7065,ET Sustainability Awards own categories/overview page
2,ET Sustainability Awards nominations entry,"How to Enter | ESG Investing: Sustainability News, Events & Awards",https://esginvesting.co.uk/awards-how-to-enter,"# ESG Investing: Sustainability News, Events & AwardsESG Investing: Sustainability News, Events & Awards  ESG Investing: Sustainability News, Events & Awards ESG Investing: Sustainability News, Events & Awards  ### Main Menu  ## How to Enter  To submit a nomination:  1. Please describe in not more t",known,2,0.6483,"UK, real how-to-enter page"
2,ET Sustainability Awards nominations entry,How to enter // National Sustainability Awards,https://nationalsustainabilityawards.co.uk/enter.php,"Choose your categories    There are 23 categories to choose from. You can enter as many categories as you like, submitting each entry separately via the online form. Visit the categories page to read the criteria.  Write a brief company profile    Tell us about your organisation in 150 words or less",known,3,0.6399,"UK, real entry page, 23 categories"
0,ET Sustainability Awards nominations entry,The clock is ticking! Nominations... - The Times of India,https://facebook.com/TimesofIndia/posts/the-clock-is-tickingnominations-for-the-times-internet-ecopreneur-awards-2026-ar/1446793630828153,## The Times of India's Post  ### The Times of India  June 17  ·  The clock is ticking!  Nominations for the Times Internet Ecopreneur Awards 2026 are closing soon.This is your final opportunity to showcase your sustainability initiatives and gain recognition from an esteemed jury of industry leader,known,4,0.5574,social media
0,ET Sustainability Awards nominations entry,EEF Global Sustainability Award,https://ee-foundation.org/sustainability.html,## Selection Process  »   Preliminary evaluation of nominations.    »   Mandatory Oral Presentation with original documents by all short-listed nominee company/units in presence of Jury members constituted by Energy And Environment Foundation.     »   Site visit of short-listed companies / units.,known,5,0.4794,"unsure - geography unconfirmed, recurs often, worth a manual check"
2,ET Sustainability Awards nominations entry,Nomination Form - Global Sustainability Alliance,https://et-edge.com/conferences/gsa/esg-impact/nomination-form,"What is the purpose of this nomination?  This nomination process aims to identify and recognize companies demonstrating exceptional commitment to Corporate Social Responsibility (CSR) and Environmental, Social, and Governance (ESG) practices, specifically focusing on tangible outcomes and alignment ",known,6,0.459,"India, real nomination form"
0,ET Sustainability Awards nominations entry,Sustainability Innovation Awards 2026,https://sustainability-awards.me/,"Scroll to top   Home  About  Categories  Nominations  Sponsorship  Gallery  Past Awards  Contact  Submit Nomination  #### AUGUST 28, 2026  #### Sofitel The Palm Dubai  Nomination Deadline: 10 August 2026  Awards Categories Submit Nomination   Gold Sponsors    Numai Real Estate  Herman Miller  Serveu",known,7,0.3838,wrong geography - UAE/Dubai (Sofitel The Palm)
0,ET Sustainability Awards nominations entry,Last Call for Nominations! Submit your entry for the EAWATER ...,https://instagram.com/p/DVlFXpPEiwu,Submit your entry for the EAWATER Global Sustainability & Innovation Awards 2026 and get recognised for your impactful work. If your work is,known,8,0.3814,social media
2,ET Sustainability Awards nominations entry,Nomination – GSS 2026,https://gss2026.iisdindia.in/nomination,"Skip to content   on July 24th, 2026.  We Invite you to Nominate an Individual or an Institution, Making  a Significant Impact in Advancing Sustainability and Decarbonization, Whether through Leadership, Innovation, or Dedicated Efforts in Creating a more Sustainable Future. The Nomination will help",known,9,0.302,confirmed real entry page
2,ET Sustainability Awards nominations entry,World Sustainability Awards,https://events.worldsustainabilityleaders.com/world-sustainability-awards,"Carbon Reduction  Celebrating excellence in shifting to renewable energy, optimising infrastructure and decoupling operations from fossil fuels.      The transition to clean energy is the most significant industrial shift of our time. This award celebrates the leaders who are fundamentally altering ",known,10,0.2693,"real categories page, no exclusion signal"
2,ET Sustainability Awards nominations entry,Home - Global Sustainability Awards 2026,https://events.reutersevents.com/sustainable-business/sustainability-awards,"that exhibits the qualities in its specific description.  _Professional Experience & Achievement_  To evaluate the entrants’ expertise and professional background and necessary skillsets.  _Leadership_  To evaluate the entrants’ unique commitment, passion and contribution to the global energy system",known,11,0.2393,real entry criteria described
0,ET Sustainability Awards nominations entry,Invitation for the Net Green Earth Awards Celebrating sustainability ...,https://instagram.com/p/DSKmgK5k5OR,"Take a few moments to submit your nomination today: netgreenawards.com/awards-categories. For details, call +91 70423 40072. #awards #",known,12,0.1823,social media
2,ET Sustainability Awards nominations entry,ENTRY FORM for the GREEN WORLD AWARDS,https://greenworldawards.com/entry-form-for-the-green-world-awards,"For each paper, simply write up to 300 words to summarise your entry; You can enter via the online form by below • by email to info@greenworldawards.com • or",known,13,0.1157,"real entry form, no clear exclusion"
1,ET Sustainability Awards nominations entry,edie Awards 2026,https://event.edie.net/awards,CELEBRATING SUSTAINABILITY LEADERSHIP  CONGRATULATIONS TO THE 2026 WINNERS!  MEET THE WINNERS  YEARS CHAMPIONING BOLD & BRILLIANT CLIMATE LEADERSHIP  WINNERS REPRESENTING THE BEST IN CORPORATE SUSTAINABILITY  CEREMONY HOSTED BY THE UK'S MOST  TRUSTED CORPORATE SUSTAINABILITY MEDIA BRAND  Stay in loo,known,14,0.0989,"right site, this page is past-winners focused"
0,CII 4R Awards waste to worth entry categories,🏆 Applications Now Open for the CII 4R Awards 2026!,https://linkedin.com/posts/cii-waste-to-worth-transformation_cii-4rawards2026-wastetoworth-activity-7478308594166403072-HFcu,"Sign inJoin now, under its Waste to Worth Initiative, invites applications for the 7th Edition of the CII 4R Awards 2026 – India's premier recognition for excellence in sustainable waste management and circular economy practices. The awards celebrate organizations that are driving impact through the",known,1,0.9079,social media
0,CII 4R Awards waste to worth entry categories,CII Waste to Worth Transformation | LinkedIn,https://linkedin.com/showcase/cii-waste-to-worth-transformation,"⏰ Final Countdown begins! Apply for the CII 4R Awards before 31 August 2026 The deadline to submit nominations for the award is 31 August 2026. If you or someone you know has demonstrated exceptional work, innovation, leadership, or impact, this is the time to put forward the nomination. 📅 Deadline:",known,2,0.8768,social media
1,CII 4R Awards waste to worth entry categories,CII INITIATIVES ON WASTE TO WORTH,https://ciiwaste2worth.com/excellence-objectives.php,"## ABOUT CII 4R (REDUCE, REUSE, RECYCLE, REPAIR) AWARD  ## Excellence in Waste Management  ### Background  The Confederation of Indian Industry (CII) is pleased to announce the 7th edition of the 4R Awards 2026, which recognize and celebrate sustainable practices across industries and academic insti",known,3,0.8504,"same site, about/home"
0,CII 4R Awards waste to worth entry categories,CII- 4R Awards | Prashant Singh,https://linkedin.com/posts/prashantsingh4_cii-4r-awards-activity-7391779999747358720-HINn,"| CII Waste to Worth Transformation | Masood Mallick | Anil Gupta | Ministry of New and Renewable Energy (MNRE) | Ministry of Environment, Forests & Climate Change, Government of India  #BluePlanet #WasteToWorth #CII #CircularEconomy #Sustainability #4R #Innovation #WasteManagement #ResourceRecovery",known,4,0.8283,social media
2,CII 4R Awards waste to worth entry categories,CII INITIATIVES ON WASTE TO WORTH,https://ciiwaste2worth.com/complete-apply-process.php,"2. #### Assessment Criteria   The applicants for the Excellence in 4R by Industry, Excellence in Managing MSW by Industry and ULBs, Innovation by Start-ups for Sustainable Waste management, and Excellence in Managing Plastics & Packaging waste or E-wastes through EPR Strategies would be majorly eval",known,5,0.8163,entry/categories page
0,CII 4R Awards waste to worth entry categories,CII 4R Awards 2025: Honouring Innovation and Leadership in Sustainable Waste Management,https://ciiblog.in/cii-4r-awards-2025-honouring-innovation-and-leadership-in-sustainable-waste-management,"Award Categories and Benefits  Award categories span across Excellence in 4R by Industry, Zero/Minimum Waste Products, MSW Management, Plastic and E-waste Solutions, Startup Innovation, and Research-Driven Technologies. Winners of the CII 4R Awards will enjoy prestigious national recognition, exclus",known,6,0.8113,"third-party coverage of past edition, different domain"
2,CII 4R Awards waste to worth entry categories,CII INITIATIVES ON WASTE TO WORTH,https://ciiwaste2worth.com/4R-excellence-categories.php,"Notes:  1.   _Applicant has to select the scale and fee category (large, MSMEs etc.) carefully while making the payment. CII reserves a right to disqualify the application form (s) in case of discrepancy in scale and fee category_ 2.   _ Includes the cost of initial stage of evaluation by experts of",known,7,0.7873,entry/categories page
0,CII 4R Awards waste to worth entry categories,CII INITIATIVES ON WASTE TO WORTH,https://ciiwaste2worth.com/young4rawards.php,"Prizes, mentorship opportunities, and certification for all participants.  #### Categories   There will be total 3 Awards in different categories.  Top 10 shortlisted participants receive a Certificate of Merit.  #### Evaluation Process  Step 1 – Online registration on CII Waste to Worth website (ww",known,8,0.7697,wrong entrant - youth/student track
0,CII 4R Awards waste to worth entry categories,CII,https://cii.in/PressreleasesDetail.aspx?id=80251,"the industries. The 5th edition of CII 4R awards were also felicitated during the Conference for their excellence in transforming waste to worth. Nearly 50 companies were given awards. The Grand Award winners were Schindler India Pvt Ltd, Blue Planet Environmental Solutions India Pvt Ltd, EverEnviro",known,9,0.74,different domain from the programme's own site
0,CII 4R Awards waste to worth entry categories,Consulting Services - CII,https://cii.in/PublicationDetail.aspx?Conid=&SectorID=s000000061&StateID=&gid=&id=81487&nrid=&regionid=,"... waste minimization, recycling, circular economy, and sustainable resource management, under the CII Waste to Worth / 4R Awards initiative. The report was",known,10,0.6977,different domain from the programme's own site
1,CII 4R Awards waste to worth entry categories,CII INITIATIVES ON WASTE TO WORTH,https://ciiwaste2worth.com/,"### Prof. Suryasarathi Bose  Professor    Department of Materials Engineering,    IISc Bangalore  “IISc’s recognition by CII under the Innovative Solutions for Waste Management category is a proud moment for all of us working toward India’s circular economy mission. VOiLA's pioneering work in transf",known,11,0.6925,"same site, about/home"
0,CII 4R Awards waste to worth entry categories,Publications - CII,https://cii.in/PublicationDetail.aspx?enc=zPipqhBicIrUiaBKTRkbtxnDTjKoShMhVIpBJ0hp%2FKaQIwdm0rQuEr8oCsuDuu9unOZwlE0j27ZCBdC5kqHUVaQHoqI+TFZhPTP+Sr1H1XesuNG4X+aSGCOTTlP%2Fcc5fCKikiFnzYopK0gQaxXkNyOpjKbukgfhDXcjsfE5gj+Q%3D,"... waste minimization, recycling, circular economy, and sustainable resource management, under the CII Waste to Worth / 4R Awards initiative. The report was",known,12,0.6822,different domain from the programme's own site
0,CII 4R Awards waste to worth entry categories,CII Waste Management,https://cii.in/sectors.aspx?SectorID=S000000119,Infrastructure                                                    Civil Aviation                            Climate Change                            Housing                            Hydrocarbons                            Infrastructure                            Railways,known,13,0.5083,different domain from the programme's own site
0,CII 4R Awards waste to worth entry categories,CII towards recognizing the significance of waste management on ...,https://facebook.com/FollowCII/posts/cii-towards-recognizing-the-significance-of-waste-management-on-society-environm/4353068008060954,The criteria would be the initiatives in- 1) Waste Management practices 2) Environmental Initiatives 3) New Curriculum adoption/Teachers',known,14,0.3376,social media
0,CII 4R Awards waste to worth entry categories,CII Waste & Resource Management Summit 2025 - MyCII,https://cam.mycii.in/OR/EventDetailOR.html?id=E000070280,Focus Areas     Strategies for resource-efficient growth of Indian industry.    Application of the 4R concept (Refuse – Reduce – Reuse – Recycle).    Design for waste minimization.    Circular economy and upcycling approaches.    End-of-life management and Extended Producer Responsibility (EPR) conc,known,15,0.2257,"different event (summit), 2025, stale"
